order_id,customer_id,order_date,product_category,payment_method,price,quantity,discount,order_status,rating
50209,2902,2022-10-12,Home,,2479.78,2,,,4
96612,2804,2023-11-17,Beauty,UPI,3130.8,2,5,,4
90522,4325,2022-04-14,Electronics,UPI,4327.57,,20,Cancelled,1
24440,4698,2023-12-29,Fashion,,1136.59,4,0,,2
17960,2877,2022-10-27,Electronics,NetBanking,4205.08,,5,Cancelled,1
32462,2795,2023-06-14,Electronics,NetBanking,3305.77,,0,Returned,3
27821,2025,2023-08-14,,,1759.5,,0,,3
67772,3114,2022-08-23,Home,,2902.67,4,,Delivered,4
37258,1877,2022-12-31,Fashion,,1875.54,1,,Delivered,
98952,4357,2023-06-16,Electronics,,2257.88,4,0,Delivered,
72524,1131,2023-08-08,Fashion,COD,2461.59,4,,,2
32115,2071,2023-03-01,Fashion,UPI,4720.14,4,10,Delivered,2
56433,4626,2023-05-18,,NetBanking,2431.99,2,5,Delivered,4
98267,3652,2022-12-20,,UPI,2823.36,4,10,Returned,
98321,3988,2022-06-12,Home,,3912.34,3,10,Delivered,
89364,1992,2022-07-04,,NetBanking,2233.41,,0,,
80077,2676,2023-01-11,Home,UPI,5460.01,,10,Returned,5
50644,2070,2022-10-01,Home,UPI,2705.72,2,0,Returned,5
72643,4302,2023-10-20,Home,Card,3064.03,4,20,Cancelled,5
23311,2759,2023-10-29,Home,NetBanking,1822.9,1,5,Returned,1
40531,3331,2022-04-07,Home,COD,1987.99,4,20,Returned,
24588,3596,2023-05-20,,Card,3591.27,4,20,Cancelled,1
59416,4099,2022-05-23,Beauty,UPI,3831.68,,20,Delivered,
22380,2434,2023-03-05,Fashion,NetBanking,-208.43,3,,Cancelled,5
52645,4544,2023-07-13,,NetBanking,2205.41,1,10,Delivered,
27818,4741,2023-01-10,Electronics,UPI,1490.62,2,,Returned,4
40857,3949,2023-06-15,Beauty,COD,2078.13,2,,Delivered,2
31711,2245,2022-02-14,,COD,2188.66,2,,,
15097,2399,2022-04-13,,UPI,914.32,2,0,Delivered,
38393,2032,2022-09-09,Electronics,,2808.72,2,20,Returned,2
32076,1901,2023-07-23,Beauty,UPI,1904.07,4,20,Returned,5
94274,4484,2023-09-23,,,2749.36,2,10,Delivered,5
67609,2494,2022-06-06,Beauty,COD,1761.83,4,,Cancelled,3
39317,4141,2023-04-27,Fashion,Card,4995.0,4,,Returned,2
68480,1341,2022-01-16,Electronics,COD,2300.65,3,20,Cancelled,1
17044,1065,2022-05-30,,Card,2985.82,,,Cancelled,2
81033,1606,2022-11-24,Electronics,NetBanking,2858.23,4,5,Cancelled,4
65486,4764,2022-11-07,Fashion,NetBanking,2521.31,4,5,,3
65162,4141,2023-04-27,,NetBanking,3007.94,,20,,1
89287,3793,2023-10-18,Electronics,,2985.65,3,10,Returned,3
39882,4332,2023-05-23,Home,COD,881.02,4,20,Delivered,2
64078,3579,2022-03-14,Fashion,,2534.8,2,5,Delivered,1
68734,2419,2023-09-15,Beauty,UPI,4437.96,2,5,Cancelled,1
53826,2381,2022-04-09,Beauty,Card,4736.05,1,10,,5
97985,1357,2023-01-30,Electronics,,1686.54,2,,Delivered,1
54028,2415,2022-07-30,Electronics,UPI,4137.65,3,10,Returned,
61331,1375,2023-10-17,Fashion,NetBanking,3293.03,2,5,Cancelled,5
42543,2209,2023-03-13,Beauty,UPI,1751.66,3,,Cancelled,2
39362,2328,2023-09-25,Electronics,COD,2818.52,2,,,4
37315,3111,2023-06-29,Home,UPI,1088.35,4,20,Cancelled,3
37746,1177,2022-07-18,Home,,2329.17,3,10,,1
20057,1234,2023-12-28,,NetBanking,3888.38,1,0,Returned,
52915,3912,2022-12-22,,,1648.99,3,5,,5
31061,1761,2022-01-22,Fashion,Card,-352.01,3,5,,
61370,4878,2023-07-24,Electronics,UPI,1026.7,1,5,Cancelled,4
44157,3087,2023-04-04,Fashion,Card,2062.32,4,20,Delivered,1
21322,2310,2023-10-14,Fashion,COD,4006.91,,,Cancelled,2
79812,2282,2023-03-20,Home,UPI,2236.34,2,10,Returned,2
87842,4538,2023-04-14,Electronics,,2253.28,2,0,,
44017,2263,2022-11-24,Beauty,,2632.82,1,20,Delivered,3
66792,4574,2023-04-06,Home,Card,3978.54,,5,Cancelled,5
37742,2607,2022-08-17,Electronics,UPI,3923.72,,10,,
74808,4613,2023-06-29,Beauty,UPI,854.42,,10,,1
27629,1350,2023-09-18,Beauty,UPI,3892.76,3,20,Cancelled,5
18245,1540,2022-07-13,,COD,355.94,4,,,3
53870,4013,2023-01-28,Beauty,,1699.48,,20,Delivered,3
74829,4383,2023-04-06,Home,Card,1151.96,3,5,Cancelled,2
20588,4009,2022-10-09,,NetBanking,2652.55,1,,,3
10442,2622,2023-11-16,Fashion,UPI,765.68,4,5,Returned,
87339,4179,2023-07-21,Fashion,UPI,2409.21,4,10,Cancelled,4
50721,3878,2023-01-02,Beauty,,3904.68,2,0,,
47145,1029,2022-06-29,Beauty,Card,2372.68,2,,Returned,1
20599,1308,2023-01-28,Home,NetBanking,3358.32,4,,Cancelled,5
82594,2509,2022-09-10,Beauty,Card,1835.14,4,5,,4
92742,3093,2022-09-06,Electronics,,1191.42,1,20,,
87430,4430,2022-05-15,Home,UPI,2622.94,1,,,4
12939,1136,2022-11-09,Fashion,,3120.46,1,5,Delivered,4
32149,1774,2022-07-04,,NetBanking,4085.62,1,5,Cancelled,2
76567,2598,2022-04-29,Beauty,COD,2388.87,1,10,Cancelled,2
20208,2454,2022-11-25,Beauty,Card,3965.4,2,20,Cancelled,2
76098,3603,2023-07-17,,Card,798.12,3,5,,3
59492,4322,2022-10-30,,UPI,1826.22,1,20,Delivered,4
30951,3480,2022-03-25,Home,Card,2990.81,3,10,Cancelled,4
58920,1846,2023-03-14,Home,,1789.09,1,10,Delivered,5
56766,1206,2023-10-25,,,3143.22,2,20,Delivered,3
67014,3004,2023-04-08,,COD,1320.43,4,10,Cancelled,1
38351,3493,2023-11-29,Beauty,COD,2022.33,2,20,,3
94216,4130,2022-11-08,Beauty,UPI,2601.34,,10,,1
59386,2229,2023-06-27,Beauty,,3666.28,4,20,Returned,
97122,3378,2022-11-20,Electronics,NetBanking,3255.14,3,,,2
19308,1595,2022-07-09,Electronics,,2743.58,,10,Delivered,1
69252,3572,2023-09-19,Fashion,NetBanking,1800.47,2,10,Cancelled,3
85145,3796,2023-07-26,Home,COD,2433.79,2,20,Delivered,2
93211,4229,2023-02-25,Electronics,COD,2260.0,,,Cancelled,2
38064,2127,2022-09-14,Home,,890.34,2,0,Delivered,5
63879,3406,2022-10-24,Beauty,Card,4913.41,1,20,Cancelled,2
18720,1851,2023-09-08,,Card,4218.1,4,5,Returned,3
52940,4436,2023-03-04,Beauty,COD,1248.01,3,10,Cancelled,2
89993,1554,2022-06-04,,UPI,2688.81,,5,,4
78475,2202,2023-10-23,,,2130.1,,20,Returned,
57113,3405,2022-07-19,Fashion,COD,2620.47,,20,,5
58926,2287,2022-12-04,Home,NetBanking,3136.82,2,20,Returned,5
48203,1754,2022-10-06,,COD,2344.76,,5,Returned,5
98901,1548,2023-07-07,Electronics,UPI,4806.0,3,20,Delivered,2
15392,4945,2022-09-12,Electronics,,3179.26,1,5,Returned,3
35905,2376,2023-04-22,Beauty,UPI,2658.29,3,10,Returned,4
83508,4929,2023-04-09,Beauty,Card,1842.06,1,10,,5
60385,2387,2023-03-10,Fashion,Card,2367.36,,5,Delivered,5
40653,2273,2023-05-20,Fashion,UPI,5075.09,3,,Returned,
94720,2143,2022-07-21,Beauty,UPI,2980.95,1,,,5
24799,4263,2023-04-10,Fashion,UPI,2882.5,1,,Cancelled,1
70103,1806,2023-06-18,,Card,2188.95,1,5,Cancelled,3
25052,2927,2022-02-09,Beauty,NetBanking,2857.0,,5,,4
16044,4133,2022-05-10,Fashion,COD,3403.3,,20,Returned,3
29871,2233,2023-02-18,Electronics,COD,3081.57,3,10,,2
99303,4878,2022-06-21,Fashion,NetBanking,1129.9,4,,Delivered,3
30234,4981,2022-08-19,Beauty,COD,3848.58,3,5,Returned,2
31381,3099,2022-08-25,Electronics,,1869.86,,20,Delivered,
27274,2745,2023-08-18,,NetBanking,2590.16,1,,Delivered,4
97840,1312,2022-01-10,Home,Card,3027.06,,5,Delivered,1
93108,4988,2022-03-25,Fashion,Card,2936.24,,0,Cancelled,2
59892,2302,2023-03-23,Fashion,Card,279.9,,5,Cancelled,2
60521,1387,2023-01-14,Home,UPI,3941.78,4,5,Returned,2
93920,2225,2022-02-14,Home,Card,2253.82,2,10,,2
93391,3186,2023-09-29,Beauty,COD,2818.29,1,5,Delivered,1
27920,2875,2023-10-20,,COD,1340.9,,,Returned,3
26702,3066,2023-10-18,Beauty,,2480.61,4,5,Cancelled,2
11894,3368,2023-05-17,Electronics,UPI,1828.39,1,0,,1
40985,1094,2023-09-08,Beauty,Card,2461.16,1,5,Cancelled,1
38287,1129,2022-02-09,Home,,795.92,4,10,,1
83527,4176,2023-02-04,,Card,3918.54,4,0,Cancelled,4
25439,3992,2023-09-08,Beauty,Card,4890.8,3,0,Cancelled,3
52235,4268,2022-12-26,Electronics,NetBanking,3796.48,3,5,Cancelled,1
37659,2953,2023-12-11,Home,UPI,2980.59,4,0,Returned,5
34976,3307,2022-08-28,Fashion,Card,1926.54,2,,Delivered,
92643,1986,2023-02-01,Home,Card,410.05,,10,Cancelled,1
77865,4110,2023-04-25,Electronics,NetBanking,4419.05,1,0,Delivered,1
78306,4572,2023-07-16,Beauty,NetBanking,2949.54,,20,Cancelled,5
66697,1816,2022-06-06,Beauty,UPI,1576.73,4,20,,4
80382,4202,2023-10-09,Beauty,NetBanking,2444.19,,20,Returned,4
26651,3201,2022-08-13,Fashion,,1308.96,3,20,Delivered,1
59044,3600,2022-06-17,Electronics,,1234.12,4,0,,5
24633,4392,2023-05-31,,NetBanking,2703.3,1,5,Cancelled,1
89164,3169,2023-06-03,Fashion,COD,1590.77,,,,5
10569,2779,2023-07-03,Home,COD,2420.48,2,20,,2
69900,1756,2023-09-17,Electronics,NetBanking,1816.33,3,,Returned,3
77509,2167,2023-08-10,Electronics,,1676.48,2,,Cancelled,4
43038,4257,2022-07-06,,UPI,1436.58,2,10,Cancelled,1
59088,3594,2023-07-16,Electronics,COD,3535.57,3,5,Delivered,5
83177,2234,2022-06-06,Home,UPI,2456.15,,20,Delivered,5
84466,3447,2023-03-15,Fashion,NetBanking,1331.31,4,0,Returned,
82216,4104,2023-08-24,Home,,2162.67,,10,Delivered,2
76793,4230,2022-07-14,Home,,3258.63,,20,Cancelled,5
83786,1405,2023-04-25,Electronics,COD,2108.21,3,5,,3
48138,2852,2022-01-30,Fashion,NetBanking,3615.35,3,0,Returned,4
73310,3411,2023-02-08,,Card,2466.98,2,0,Returned,1
38757,4027,2022-03-08,Home,COD,2918.71,2,20,Cancelled,5
80394,4775,2023-07-27,Beauty,UPI,2061.03,,5,,4
89027,2989,2022-10-27,Fashion,NetBanking,4099.69,2,0,Returned,3
66151,1162,2023-07-22,Electronics,UPI,4259.8,1,5,Cancelled,
59272,3811,2022-03-20,Home,Card,2522.69,4,,Cancelled,3
16908,1550,2022-06-18,Home,Card,2159.38,2,10,Delivered,4
20844,1130,2022-05-18,Home,COD,2541.95,2,0,Cancelled,1
61455,4167,2022-01-15,Home,UPI,2314.34,4,5,Cancelled,5
78447,3700,2023-08-28,Home,UPI,2775.02,2,10,Returned,2
84527,4055,2023-11-24,Home,UPI,782.85,4,10,Cancelled,
87108,3317,2023-04-27,,Card,3254.3,2,0,Delivered,5
53066,2704,2022-02-20,Beauty,UPI,1985.61,3,10,Cancelled,1
50004,3951,2023-12-22,,NetBanking,2970.21,1,10,Delivered,2
48333,4438,2022-05-01,,COD,1834.39,,5,,2
93029,1786,2022-03-07,Home,UPI,1761.32,3,20,,5
49697,3412,2022-01-26,Home,Card,3123.26,3,10,Delivered,5
27634,2933,2022-10-13,Home,UPI,1420.11,1,10,,5
34561,4505,2022-02-24,Fashion,,1762.0,3,,,5
28033,3658,2023-10-11,Electronics,COD,2168.91,2,5,Returned,5
82887,4132,2022-01-24,Electronics,COD,3572.74,4,,Delivered,2
65063,3979,2022-08-02,Beauty,NetBanking,1599.01,,,Returned,2
35921,2346,2022-03-03,,,2887.38,1,5,,2
29340,4800,2022-02-21,,UPI,223.41,2,5,Cancelled,5
72781,3636,2023-09-30,Beauty,NetBanking,1799.09,4,20,Returned,2
24901,3255,2022-11-30,Beauty,COD,2198.05,1,10,Returned,3
20638,3395,2022-02-21,Fashion,Card,5068.41,4,0,Cancelled,3
48596,1044,2022-10-26,Beauty,,1209.32,1,5,Cancelled,1
96914,1346,2023-08-31,Beauty,Card,3510.4,3,,Cancelled,1
54324,1713,2023-10-12,Beauty,COD,713.73,,10,,3
98356,4793,2022-11-18,Home,COD,2982.87,4,,Cancelled,5
42642,4911,2022-11-23,Fashion,COD,2068.96,,20,,
35378,1646,2023-09-05,Home,COD,694.01,3,0,Delivered,3
60867,3416,2022-01-15,Fashion,NetBanking,3996.23,2,10,Returned,2
83686,3581,2022-11-27,Electronics,Card,3140.45,,10,Delivered,
52875,1357,2023-08-19,,,1968.27,,20,Cancelled,4
99595,3542,2022-11-02,,,3944.75,3,,,1
93729,1904,2022-02-10,Electronics,COD,2080.1,3,20,,4
74377,1059,2022-03-01,Beauty,Card,1771.38,2,5,Cancelled,3
64691,3345,2022-10-16,Electronics,COD,3667.24,4,0,Delivered,2
74303,3106,2023-11-09,Fashion,COD,3146.53,2,,Cancelled,4
70839,4495,2023-04-13,Electronics,,1033.22,2,0,Cancelled,5
59063,1230,2023-01-13,,,2672.92,4,5,Delivered,2
88343,3844,2022-07-11,,Card,2360.65,4,0,Returned,2
93071,4766,2023-01-29,Beauty,NetBanking,4155.76,1,0,Cancelled,4
15492,1447,2022-12-18,Electronics,NetBanking,2150.8,2,,Returned,
41357,3660,2023-09-04,Beauty,,1587.22,1,5,,
81838,4697,2022-11-11,Home,Card,3223.21,2,0,Cancelled,3
42314,3415,2022-05-20,Fashion,Card,3803.74,,20,,5
58697,1553,2023-07-24,Beauty,Card,1952.77,1,20,Cancelled,
80283,2052,2022-08-05,,NetBanking,3224.98,,,,
69567,4035,2022-01-09,Fashion,UPI,2533.3,,10,Delivered,3
57006,3324,2023-03-21,Home,Card,800.33,1,0,Delivered,4
70011,3656,2022-03-22,Electronics,UPI,3735.9,,10,Cancelled,2
20686,3750,2023-12-19,Home,,1878.72,2,5,Cancelled,
47449,2402,2023-04-17,Electronics,,1350.73,3,0,Cancelled,1
71606,1830,2023-09-09,Electronics,NetBanking,2400.35,3,10,Returned,
28891,1037,2023-07-17,Beauty,Card,2019.97,,20,Delivered,1
62115,2230,2023-03-05,Fashion,UPI,1833.6,4,10,,1
70719,2729,2022-03-08,Fashion,COD,1540.96,4,0,,4
83030,4723,2023-01-05,Home,Card,1951.85,1,10,Delivered,3
46723,1288,2022-12-27,,,3844.2,4,0,Returned,3
39877,4022,2022-03-21,Home,,671.23,3,20,Cancelled,2
24026,2516,2023-06-14,Home,NetBanking,727.61,3,,Cancelled,1
30422,4840,2022-06-27,Beauty,,3204.3,3,20,Cancelled,2
19244,2248,2023-10-16,,,3129.35,3,0,Delivered,3
43481,3499,2023-10-12,Beauty,Card,2069.31,4,5,Returned,2
99180,3075,2023-01-25,Fashion,UPI,3233.51,4,0,,4
68031,1701,2023-09-17,Beauty,Card,4524.68,2,,,1
18521,3804,2023-08-21,Home,NetBanking,3675.24,1,20,,5
11746,3381,2023-01-21,Fashion,NetBanking,2292.08,2,,Delivered,4
93127,2396,2022-04-11,Beauty,,763.69,1,5,Returned,2
78232,2850,2022-05-21,Electronics,,3584.27,3,5,Cancelled,1
22012,3608,2023-06-28,Home,COD,3074.79,,10,Returned,4
90224,4372,2023-05-14,Home,,920.73,2,5,Returned,5
33457,1203,2023-02-26,Beauty,Card,6504.8,,0,Delivered,
80572,3426,2023-01-24,,NetBanking,3793.05,2,20,,3
39960,3949,2022-05-18,Electronics,Card,1918.28,1,20,Cancelled,2
97695,2138,2022-06-30,Beauty,NetBanking,2906.86,1,5,Returned,3
17910,2043,2023-12-24,Home,COD,2995.77,4,5,Delivered,
12693,2007,2023-02-22,Home,UPI,2528.17,,5,Cancelled,5
25858,2620,2023-06-26,Home,,658.68,4,0,,1
38810,3959,2023-10-13,Beauty,UPI,2130.8,,,Cancelled,
30092,3443,2023-08-21,Fashion,COD,1406.47,2,0,,5
98779,4836,2022-06-07,,Card,2070.54,3,5,Returned,5
58700,4123,2023-05-28,Beauty,Card,195.6,,20,Cancelled,2
68105,4731,2022-01-06,Beauty,NetBanking,3136.79,1,10,Delivered,
40505,4257,2023-08-13,Home,,4054.91,3,5,Delivered,
83228,4756,2023-11-27,,COD,2294.66,2,20,Returned,4
38555,1352,2022-07-14,Home,,4254.81,2,5,Cancelled,4
81934,2137,2022-02-27,Electronics,UPI,3252.9,3,,Cancelled,3
82788,3561,2022-07-26,Electronics,UPI,2255.78,1,5,Cancelled,
87257,1545,2023-08-30,Home,NetBanking,1400.58,1,,,4
27939,1281,2022-09-13,Electronics,NetBanking,541.14,1,5,,
21825,1672,2023-05-25,Electronics,,2052.65,3,20,Returned,
34151,4241,2022-05-27,Home,,3784.06,,5,,2
10036,3653,2022-08-07,Electronics,COD,4287.56,4,0,,3
93707,1759,2022-06-20,Fashion,COD,2286.07,2,5,,
49051,2344,2023-06-01,Home,COD,1657.74,,,Returned,5
90738,3413,2022-05-08,Fashion,Card,734.34,,5,Cancelled,1
83596,1519,2022-02-15,Beauty,,3194.31,,,,5
70071,4904,2022-12-22,Fashion,,2595.62,4,,,4
83601,1109,2022-04-11,Beauty,UPI,1758.91,2,,Delivered,5
39873,3953,2023-09-28,,Card,2862.19,4,10,,5
46648,4615,2023-12-28,Electronics,UPI,2719.72,2,20,Delivered,3
81468,4634,2023-03-21,,UPI,3612.31,4,10,Delivered,2
36470,1952,2022-09-15,Electronics,UPI,4116.59,4,10,Delivered,1
75129,1679,2022-04-11,Beauty,NetBanking,119.32,4,5,Delivered,4
18328,2601,2022-06-12,Home,UPI,3584.88,2,,Cancelled,4
16333,4614,2023-07-12,Electronics,Card,2301.9,4,,,2
56638,1958,2022-01-04,Fashion,,1145.65,2,,Delivered,4
21268,3371,2023-01-19,Beauty,,1065.65,3,10,Returned,
80603,2975,2023-03-20,Fashion,NetBanking,2273.12,1,20,,1
27045,3059,2023-07-14,Electronics,COD,2862.31,3,20,Returned,2
50741,2822,2023-01-11,Beauty,UPI,2027.58,1,20,Cancelled,1
98306,3024,2023-05-31,Fashion,COD,1703.9,4,10,,1
52770,4094,2023-12-11,Beauty,,1242.2,3,0,,5
17887,2184,2023-07-17,Beauty,NetBanking,3153.64,2,0,Delivered,2
34918,3311,2022-01-17,Electronics,,4072.05,,0,Returned,
45497,4773,2022-09-17,Electronics,NetBanking,3691.33,1,5,Delivered,5
71009,1379,2022-12-08,,Card,2846.59,,5,Returned,2
21929,4824,2023-11-28,Home,,2440.04,,,,
71762,3127,2023-10-09,Electronics,Card,2233.07,1,10,,
89099,2294,2022-08-26,Home,,1596.8,4,10,Cancelled,5
38546,3472,2023-05-06,Home,UPI,1845.77,3,10,Cancelled,3
88424,1615,2022-06-10,Beauty,COD,1699.66,2,,,2
47338,1435,2023-05-03,Electronics,COD,3703.27,3,10,,3
44283,1921,2022-07-15,Home,Card,1239.98,1,0,Cancelled,2
92494,4149,2022-05-08,,,1927.56,4,0,Cancelled,
88170,2547,2023-03-16,Fashion,COD,4149.26,4,,Cancelled,
94787,1794,2022-10-08,Home,,2428.53,3,10,Returned,3
56566,2134,2022-03-25,Fashion,,2041.02,3,20,Delivered,1
95464,4038,2022-12-24,,,3187.53,,20,,3
91991,1451,2022-06-12,Fashion,COD,3435.52,3,20,Cancelled,
38013,4485,2022-11-25,,COD,2330.94,3,5,Delivered,2
62132,1259,2023-08-29,Electronics,COD,2022.57,2,20,Cancelled,
97412,3869,2023-02-27,Electronics,COD,1977.03,,,Delivered,5
38084,4422,2022-01-23,Home,Card,1329.37,,20,Cancelled,1
31143,3755,2023-01-30,Beauty,COD,2357.6,,20,,3
24179,3899,2022-03-20,Electronics,,2465.82,,,Delivered,5
68726,2207,2022-04-27,Electronics,,276.24,,,Cancelled,
20222,3705,2022-12-03,Electronics,Card,2065.97,3,0,,3
69965,3222,2022-09-25,Electronics,NetBanking,2033.14,,10,Delivered,5
74068,1711,2022-08-31,,COD,1807.53,4,20,Delivered,5
33949,2723,2023-02-23,Home,COD,2193.29,3,20,Cancelled,2
26116,4689,2022-10-17,,,2245.77,2,20,Returned,3
61052,2978,2022-05-09,Electronics,,2322.2,1,0,Delivered,3
61369,2409,2022-09-06,,NetBanking,4051.56,1,20,,3
58817,4960,2022-06-09,Beauty,,1577.46,1,,Cancelled,1
93203,3632,2023-02-12,Beauty,Card,2565.57,,20,Delivered,3
84311,4343,2023-03-31,Electronics,COD,1412.35,1,5,Delivered,4
39655,4797,2023-05-24,Home,Card,3574.76,4,0,,1
67802,3233,2022-11-28,Fashion,COD,3034.89,,5,,5
57632,3699,2022-08-29,Home,NetBanking,2284.81,1,,Delivered,5
24193,2924,2023-04-14,Beauty,UPI,1501.47,4,,,
90212,1166,2023-02-17,Beauty,NetBanking,1677.15,2,0,Returned,1
40776,3190,2022-04-23,Home,,2813.55,1,20,,1
53225,1492,2022-06-05,Electronics,COD,1817.05,,20,Cancelled,5
70010,3119,2022-10-30,,Card,492.2,1,10,Returned,3
92735,4415,2023-03-01,Beauty,UPI,3536.79,2,,Cancelled,4
75451,3546,2022-01-17,Beauty,UPI,3800.73,2,0,Cancelled,3
58812,3194,2023-05-31,Fashion,NetBanking,890.27,2,0,Returned,2
90602,4684,2023-05-19,,NetBanking,407.71,,20,Delivered,1
28895,4572,2022-02-10,Home,Card,4473.27,,5,Delivered,
75782,2361,2023-10-08,Beauty,UPI,4736.55,,10,Cancelled,4
31209,2108,2022-06-01,,UPI,2121.15,4,,Returned,4
92336,2840,2022-02-23,Home,,3330.71,1,0,Returned,1
71807,3938,2023-12-13,,UPI,2289.29,4,5,Returned,2
33086,3854,2022-12-13,Fashion,UPI,1377.2,,5,Delivered,3
95637,3893,2023-10-01,Beauty,NetBanking,2711.33,,,Returned,3
92027,4214,2022-09-22,Beauty,UPI,2072.45,2,,Delivered,4
37207,1890,2023-12-23,Fashion,NetBanking,2017.07,,5,,1
30897,2334,2023-09-28,Fashion,UPI,4996.29,2,20,Cancelled,1
73083,4440,2022-01-02,Electronics,COD,3594.86,,20,Cancelled,5
76957,2730,2022-08-02,Home,Card,4048.06,1,,Returned,4
88506,2719,2023-02-08,Beauty,,4820.71,1,10,,2
17283,3860,2022-08-18,,Card,4907.67,2,,,3
91481,1970,2023-11-15,Fashion,NetBanking,2749.44,3,,Returned,3
10255,4512,2022-09-26,Electronics,NetBanking,3582.67,2,10,Cancelled,1
86555,1066,2022-04-23,Fashion,,2622.53,3,,Cancelled,1
25487,4805,2022-05-28,Fashion,UPI,1996.94,4,0,Delivered,1
29346,4845,2022-05-14,Beauty,Card,3939.23,4,,Returned,
45050,1837,2023-10-17,Home,NetBanking,2198.64,,10,Cancelled,3
18744,1926,2022-07-19,Beauty,UPI,3650.5,4,5,Delivered,1
34756,4605,2023-07-30,,Card,3552.62,,5,Delivered,5
71596,1340,2023-05-25,Fashion,Card,2348.24,4,10,,3
93397,4749,2023-08-29,,NetBanking,1292.13,4,20,Returned,4
35146,1101,2022-06-13,,COD,4552.84,,,Returned,4
65032,4385,2022-05-11,Fashion,NetBanking,1530.54,4,,,2
52687,4996,2022-12-13,Home,,2833.29,1,20,,
56103,1951,2022-08-10,,NetBanking,2809.7,4,0,,
31976,2133,2022-05-03,,Card,1995.88,1,,Cancelled,2
72863,1906,2023-04-09,,Card,2345.9,2,0,Cancelled,1
10591,2455,2022-02-09,Fashion,NetBanking,1346.4,3,,Returned,
16277,3389,2023-02-26,Home,Card,3803.15,4,0,Returned,
71860,1827,2022-02-14,Fashion,NetBanking,2417.88,,20,Delivered,2
12260,2202,2022-07-09,Fashion,,2560.19,2,,Cancelled,3
75883,3726,2023-12-26,Home,Card,1512.7,3,,,2
34741,3181,2022-07-29,,UPI,2060.73,3,10,Returned,3
47211,2053,2023-09-09,Electronics,COD,569.94,2,0,Cancelled,1
51542,3922,2023-08-30,Home,COD,2257.43,2,5,,5
16869,4544,2023-08-01,Home,UPI,2909.2,4,0,Delivered,2
97616,1995,2022-01-24,Beauty,,2418.62,2,10,Delivered,
74732,1384,2023-01-17,Electronics,,4610.36,,5,Returned,
29422,1597,2023-05-09,Electronics,,507.93,3,,Returned,1
45613,1008,2022-12-03,Electronics,UPI,2178.09,1,,,2
67016,1135,2023-05-15,Fashion,NetBanking,1631.32,,10,Delivered,5
70110,2313,2023-04-30,Beauty,Card,1302.7,2,,Cancelled,1
98529,1975,2023-10-04,,Card,816.89,2,10,Returned,4
87922,1978,2023-06-22,Electronics,COD,2476.22,3,,Returned,4
44033,2671,2022-02-13,,COD,1620.93,4,10,Delivered,3
55213,4723,2023-05-28,Electronics,UPI,4035.81,4,5,Delivered,3
71993,3090,2023-10-04,,NetBanking,4363.76,1,,,5
22938,4176,2022-08-13,Fashion,COD,1309.72,3,20,,4
86695,2847,2023-02-18,Electronics,UPI,2432.08,3,0,Delivered,1
12274,4102,2023-06-30,Electronics,UPI,3791.57,3,20,,4
94390,4753,2022-12-13,Beauty,,2428.75,4,20,,3
41815,4744,2022-04-17,,UPI,4346.3,2,5,Delivered,2
86018,3834,2022-07-18,Electronics,Card,4328.83,3,20,Cancelled,1
28961,2788,2022-12-25,Electronics,,320.41,1,10,Cancelled,5
30044,2242,2022-09-15,Fashion,UPI,3977.33,3,0,Delivered,2
31975,3007,2022-03-05,,COD,1254.82,3,,,2
24706,1112,2023-08-29,Electronics,UPI,3435.89,,10,Returned,1
15974,3779,2023-01-22,Home,NetBanking,3407.78,2,10,Cancelled,3
86464,4766,2023-01-18,Fashion,UPI,2353.06,,,,
31213,4331,2023-03-26,,COD,4409.12,2,0,Cancelled,5
11950,3059,2022-06-07,Beauty,NetBanking,1488.33,1,20,,2
95013,4542,2022-04-11,Home,UPI,2097.17,2,0,,5
20411,2363,2023-04-22,Fashion,,1486.55,1,10,Delivered,4
97231,3919,2023-11-06,Electronics,Card,1282.52,4,5,Returned,4
56156,4995,2023-09-26,Fashion,NetBanking,1236.81,4,20,Returned,
72744,3293,2022-08-18,Home,COD,3368.16,4,5,,
27771,4321,2023-10-24,Fashion,UPI,2307.94,1,,Returned,4
79810,4641,2022-09-08,Home,UPI,1402.71,1,20,,
45053,3556,2022-08-17,Home,NetBanking,2164.41,2,,Returned,5
62076,4375,2023-08-17,Home,UPI,2192.6,3,10,Returned,4
17045,4959,2023-05-03,,Card,3984.01,2,5,Cancelled,3
67623,4963,2023-09-13,Fashion,,1490.4,1,10,Delivered,2
39714,2536,2023-07-20,,Card,-124.24,4,0,Cancelled,1
44386,4432,2023-04-27,Beauty,Card,1900.52,3,5,Returned,2
18562,4786,2023-12-01,Beauty,COD,3851.07,2,5,Cancelled,1
65048,3091,2023-05-08,Fashion,,3627.87,3,20,Returned,3
22026,2342,2022-04-23,Fashion,,1285.88,1,0,Delivered,3
41589,3654,2023-07-04,Electronics,UPI,2623.66,3,5,Returned,
36844,2512,2022-10-13,Electronics,,2928.15,,0,Returned,5
33447,4365,2023-01-21,,COD,1506.58,4,5,Delivered,2
87502,3556,2022-01-20,Electronics,UPI,2914.09,1,20,Cancelled,4
93268,4592,2023-04-09,Beauty,UPI,2430.82,4,,,5
64708,2797,2023-08-03,Electronics,UPI,1373.17,1,5,Returned,2
73925,2349,2023-12-18,Beauty,,2626.06,2,5,Cancelled,
